FileName,MapType,DominantLargeStart,RegionIndex,Start,EndExclusive,Length,Label,Confidence,AnchorTokens,TopTokens,DimensionPairs
Three Valleys.s2m,freebuild,17632,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,CzV2C|CFr9D|CFr9DFr9DFr9D|CqeQC|DFMZD|DL7yD|tqDd|A5Azq,
Three Valleys.s2m,freebuild,17632,1,266240,786432,520192,binary-opaque,35,,,
Three Valleys.s2m,freebuild,17632,2,786432,1277952,491520,grid-or-terrain,74,,,1024x512:8|514x515:4|512x512:3|512x769:3
Three Valleys.s2m,freebuild,17632,3,1277952,1675264,397312,binary-opaque,35,,,
Three Valleys.s2m,freebuild,17632,4,1675264,1937408,262144,grid-or-terrain,71,,,255x255:64793
Three Valleys.s2m,freebuild,17632,5,1937408,2100760,163352,grid-or-terrain,75,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:519|256x256:14
Three Valleys.s2m,freebuild,17632,6,2100760,4132864,2032104,environment-fx,83,FX_ENVIRONMENT_,FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_BIRDSPARSE|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_WATERFALL|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_VILLAGELIFE|ActorMgr,
Three Valleys.s2m,freebuild,17632,7,4132864,4403200,270336,grid-or-terrain,86,,BiDiPathfinder|CHrt|Camera|ClanMgr|EHnE|EmitterMgr|Estate|Forest,768x768:50|512x512:17|512x1024:16|256x512:4
Three Valleys.s2m,freebuild,17632,8,4403200,4665344,262144,mixed-unknown,50,,ABBA|AAAA|AAAAA|ABCCBA|AAAAAA|ABCBA|ABBBBA|ABAA,40x40:10|768x1024:6|1000x512:5
Three Valleys.s2m,freebuild,17632,9,4665344,5058560,393216,binary-opaque,35,,,
Three Valleys.s2m,freebuild,17632,10,5058560,5488640,430080,mixed-unknown,36,,ConnectionLayer8|ContextLayer8,
Three Valleys.s2m,freebuild,17632,11,5488640,5771264,282624,mixed-unknown,47,,C402C|PUEA|sDFr9DFr9D|ADPdC|AUyBA|BDfJLD|BDtc|BE_s,
Three Valleys.s2m,freebuild,17632,12,5771264,6451200,679936,mixed-unknown,47,,ELE3E|PUEA|C9RRC|DL7yD|DMwUD|E1RLE|EZYuE|E_EWE,
Three Valleys.s2m,freebuild,17632,13,6451200,6995968,544768,mixed-unknown,47,,CzV2C|CQtUC|CSyRC|Dh5ZD|DmGeD|E7p8E|EEgoE|EdGIE,
Three Valleys.s2m,freebuild,17632,14,6995968,9093120,2097152,mixed-unknown,35,,CqeQC,
Three Valleys.s2m,freebuild,17632,15,9093120,9355264,262144,mixed-unknown,36,,LinkageLayer8|LogicLayer8,
Three Valleys.s2m,freebuild,17632,16,9355264,9879552,524288,mixed-unknown,35,,ProximityLayer8,
Three Valleys.s2m,freebuild,17632,17,9879552,9915611,36059,entities-and-systems,74,,Action|ActorAssetsH|BuildingAssetsG|ClusterT|CrowClanJ|DeerClanJ|Emitter|PEEv8,84x84:3
To The Sea.s2m,kingmaker,13261,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,PUEt|EvMjE|PUEC|PUEXOzEhs|PUEz|B4Ji|B4TwA|BUEx7TEd,
To The Sea.s2m,kingmaker,13261,1,266240,786432,520192,binary-opaque,35,,,
To The Sea.s2m,kingmaker,13261,2,786432,1187840,401408,binary-opaque,41,,,513x257:6|259x257:4|513x770:4|514x514:4|256x257:3|258x259:3
To The Sea.s2m,kingmaker,13261,3,1187840,1454080,266240,binary-opaque,38,,,512x1024:12|1285x1285:4|771x1024:4
To The Sea.s2m,kingmaker,13261,4,1454080,1843200,389120,binary-opaque,35,,,
To The Sea.s2m,kingmaker,13261,5,1843200,2105344,262144,binary-opaque,35,,,
To The Sea.s2m,kingmaker,13261,6,2105344,2268713,163369,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
To The Sea.s2m,kingmaker,13261,7,2268713,4300800,2032087,environment-fx,83,FX_ENVIRONMENT_,FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDSPARSE|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_WATERFALL|FX_ENVIRONMENT_BIRDBUSY,
To The Sea.s2m,kingmaker,13261,8,4300800,4562944,262144,grid-or-terrain,83,,GTRKE|BiDiPathfinder|Camera|ClanMgr|EmitterMgr|Estate|EstateRails|F83pE,255x255:6
To The Sea.s2m,kingmaker,13261,9,4562944,4825088,262144,grid-or-terrain,83,,AAAA|ABBA|AAAAAA|AAAAA|AABBA|ABBBBA|ABCDDCBA|ABCBA,255x255:5
To The Sea.s2m,kingmaker,13261,10,4825088,5103616,278528,binary-opaque,35,,,
To The Sea.s2m,kingmaker,13261,11,5103616,5369856,266240,binary-opaque,35,,,
To The Sea.s2m,kingmaker,13261,12,5369856,5632000,262144,entities-and-systems,71,,E7KlE|DW5rEd|DangerLayer|DesirabilityLayer|EG7RE|EZhLE|EkZdE|EstateLayer,
To The Sea.s2m,kingmaker,13261,13,5632000,6082560,450560,mixed-unknown,47,,E7KlE|PUEjFgE|EG7RE|EyaIE|PUErO|ERzyET|EW5rEd|EkZdE,
To The Sea.s2m,kingmaker,13261,14,6082560,6434816,352256,mixed-unknown,47,,PUEs|EBabE|EF9TE|PUEz|EGqME|EN2GE|EOYfE|EPQPE,
To The Sea.s2m,kingmaker,13261,15,6434816,6725632,290816,mixed-unknown,47,,PUEjFgE|PUEt|PUErO|E7lKE|EjFgE|EvMjE|PUEjFgEjFgE|PUEp,
To The Sea.s2m,kingmaker,13261,16,6725632,8974336,2248704,mixed-unknown,39,,DJvhD|DMbSE|MjDn|cMEF|DEMbSE|DJvhDJ|DJvhDJvhDn|DJvhDn,
To The Sea.s2m,kingmaker,13261,17,8974336,9236480,262144,grid-or-terrain,77,,LinkageLayer|LogicLayer,256x256:2489|128x128:1724|32x32:241|512x512:96|320x320:34|64x64:34
To The Sea.s2m,kingmaker,13261,18,9236480,9768960,532480,entities-and-systems,65,,ProximityLayer,
To The Sea.s2m,kingmaker,13261,19,9768960,9807786,38826,entities-and-systems,77,,ActorAssets|BuildingAssets|ClaimLayer|EfWfH|EfYfH|EfafH|EflfH|Emitter,468x113:31|408x100:30|58x58:30|59x59:30
Two Pronged Crown.s2m,kingmaker,15379,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,BsczB|CdA7C|e1CH|A0dFBKe|A1oPAj|A2CvA|A3l7B|A4iFB4,
Two Pronged Crown.s2m,kingmaker,15379,1,266240,786432,520192,binary-opaque,35,,,
Two Pronged Crown.s2m,kingmaker,15379,2,786432,1187840,401408,grid-or-terrain,76,,,256x257:5|259x257:4|512x256:4|512x512:4|513x257:4|513x770:4
Two Pronged Crown.s2m,kingmaker,15379,3,1187840,1519616,331776,binary-opaque,38,,,1024x512:56|1024x514:8|1285x1280:4
Two Pronged Crown.s2m,kingmaker,15379,4,1519616,1843200,323584,binary-opaque,35,,,
Two Pronged Crown.s2m,kingmaker,15379,5,1843200,2105344,262144,binary-opaque,35,,,
Two Pronged Crown.s2m,kingmaker,15379,6,2105344,2268713,163369,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
Two Pronged Crown.s2m,kingmaker,15379,7,2268713,4300800,2032087,environment-fx,84,FX_ENVIRONMENT_,FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_WINDLIGHT|FX_ENVIRONMENT_BIRDSPARSE|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BEACH,
Two Pronged Crown.s2m,kingmaker,15379,8,4300800,4579328,278528,entities-and-systems,77,,AHayIC|BiDiPathfinder|CG0BX|Camera|ClanMgr|D_H8E|EOzPC|EPL75,
Two Pronged Crown.s2m,kingmaker,15379,9,4579328,4915200,335872,grid-or-terrain,85,,Cfff|C33s|Bfff|B33s|A33s|Afff|GDGaE|GQvJE,255x255:50|72x72:5|255x72:4
Two Pronged Crown.s2m,kingmaker,15379,10,4915200,5414912,499712,grid-or-terrain,73,,ChannelLayer|ClaimLayer|ConnectionLayer|ContextLayer,128x128:3
Two Pronged Crown.s2m,kingmaker,15379,11,5414912,5677056,262144,entities-and-systems,77,,ANE2A|AVVaB|Bdy7Bm|BhbFA|BndqA|C0cUC|C4kuBX2|CR_wC,
Two Pronged Crown.s2m,kingmaker,15379,12,5677056,5955584,278528,mixed-unknown,47,,Dy2ED|DdFiE|E6GWE|e1CH|Bys3C|CAVA|CNLACEI|CsczB,
Two Pronged Crown.s2m,kingmaker,15379,13,5955584,6701056,745472,mixed-unknown,47,,e1CH|CcrJC|EumYE|A2CvA|C8PIC|CNYeC|CdA7C|Ci8_C,
Two Pronged Crown.s2m,kingmaker,15379,14,6701056,9019392,2318336,mixed-unknown,47,,ADgcA|BALUB|BsczB|C6JaC|CB2SC|CPvTC|CZbrC|Ck6OC,
Two Pronged Crown.s2m,kingmaker,15379,15,9019392,9289728,270336,grid-or-terrain,73,,LinkageLayer|LogicLayer,256x256:254|512x512:55
Two Pronged Crown.s2m,kingmaker,15379,16,9289728,9814016,524288,entities-and-systems,65,,ProximityLayer,
Two Pronged Crown.s2m,kingmaker,15379,17,9814016,9870307,56291,entities-and-systems,81,,Action|ActorAssetsK|BuildingAssetsJ|Cluster|CrowClanM|Emitter|HbFf|HdFR,408x100:30|468x113:30|74x74:30|75x75:30
USA.s2m,kingmaker,12399,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,A7ej|ADa3|ARrJCQ|ATIa|AUuPC|AVjz|AzHNC|B7vU,
USA.s2m,kingmaker,12399,1,266240,786432,520192,binary-opaque,35,,,
USA.s2m,kingmaker,12399,2,786432,1187840,401408,grid-or-terrain,76,,,256x257:5|514x515:5|256x513:4|513x257:4|256x256:3|258x513:3
USA.s2m,kingmaker,12399,3,1187840,1515520,327680,binary-opaque,35,,,
USA.s2m,kingmaker,12399,4,1515520,1843200,327680,binary-opaque,35,,,
USA.s2m,kingmaker,12399,5,1843200,2105344,262144,binary-opaque,35,,,
USA.s2m,kingmaker,12399,6,2105344,2268557,163213,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
USA.s2m,kingmaker,12399,7,2268557,4300800,2032243,environment-fx,82,FX_ENVIRONMENT_,FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_WINDLIGHT|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_WINDHEAVY|ActorMgr,
USA.s2m,kingmaker,12399,8,4300800,4665344,364544,grid-or-terrain,83,,C33s|GjZrC|Gn1iD|XGlRtD|dHR_y|ActorGroup|AutoPlacement|BiDiPathfinder,255x255:13
USA.s2m,kingmaker,12399,9,4665344,5128192,462848,mixed-unknown,47,,ABCCBA|ABBA|AAAA|ABCDDCBA|ABCDEFGHIJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJIHGFEDCBA|AABBBAA|AABA|AABBBA,
USA.s2m,kingmaker,12399,10,5128192,5419008,290816,entities-and-systems,77,,AEwzBE|AUuPC|BDpA|BDyXUDg|C0N4B|CQHcD|DEQx|DangerLayer,
USA.s2m,kingmaker,12399,11,5419008,5767168,348160,mixed-unknown,47,,BDpA|DQHcD|NODuByD|hDAt|jD7R|A5g7A|ATIa|AVjz,
USA.s2m,kingmaker,12399,12,5767168,6156288,389120,mixed-unknown,47,,DLpGD|DzzfD|EYV1E|T4A8|C0N4B|EZW7E|Ed15E|AEwzBE,
USA.s2m,kingmaker,12399,13,6156288,6492160,335872,mixed-unknown,47,,D2aaD|DL_3D|AVjz|BBmHB|CzHNC|D2H6D|D95qD|DIJ0D,
USA.s2m,kingmaker,12399,14,6492160,8732672,2240512,mixed-unknown,47,,DjHBD|BsHoB|CyZIC|D7xND|BXWFB|C7grD|CJgDC|C_S6C,
USA.s2m,kingmaker,12399,15,8732672,8998912,266240,entities-and-systems,66,,LinkageLayer|LogicLayer,
USA.s2m,kingmaker,12399,16,8998912,9523200,524288,entities-and-systems,65,,ProximityLayer,
USA.s2m,kingmaker,12399,17,9523200,9553289,30089,entities-and-systems,68,,ActorAssets|BuildingAssets9|Emitter|SearchLayer|SpreadLayer|TempLayer|WhitewaterEmitter,
war_chapter1.s2m,warcampaign,14127,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,aEHw|fgEtF|AME3|AwnZA|B239D|B2PyC|BEBV|BK_hBU,
war_chapter1.s2m,warcampaign,14127,1,266240,786432,520192,binary-opaque,35,,,
war_chapter1.s2m,warcampaign,14127,2,786432,1048576,262144,binary-opaque,38,,,259x512:3|512x1024:3|513x769:3
war_chapter1.s2m,warcampaign,14127,3,1048576,1347584,299008,grid-or-terrain,74,,,1024x1024:8|1024x1028:4|768x768:4|771x1280:4
war_chapter1.s2m,warcampaign,14127,4,1347584,1675264,327680,binary-opaque,35,,,
war_chapter1.s2m,warcampaign,14127,5,1675264,1937408,262144,grid-or-terrain,71,,,255x255:64182
war_chapter1.s2m,warcampaign,14127,6,1937408,2100832,163424,grid-or-terrain,79,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:537|256x256:97|1024x1024:23|512x256:20|512x512:19|768x256:13
war_chapter1.s2m,warcampaign,14127,7,2100832,2695168,594336,environment-fx,81,FX_ENVIRONMENT_,FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_WINDLIGHT|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDBUSY|ActorMgr|BuildingHandler|BuildingMgr,
war_chapter1.s2m,warcampaign,14127,8,2695168,2957312,262144,mixed-unknown,41,,PFrkRF|SFmySF|TF_tSFC|TFzmSF|hSFmySF|tSFC|zmSF,257x256:22|512x256:5|514x256:5
war_chapter1.s2m,warcampaign,14127,9,2957312,3219456,262144,grid-or-terrain,80,,ylDFylDFylDFylDF|EF2SEF|VQFKZQF|FleGF|HFvhJF|MFvhJF|NFtLQF|SFtLQF,514x256:44|257x256:14|256x256:4
war_chapter1.s2m,warcampaign,14127,10,3219456,4132864,913408,mixed-unknown,39,,QFktNF|GFKTFFr|HFktNFT|jtNFT,257x256:18|514x256:6
war_chapter1.s2m,warcampaign,14127,11,4132864,4444160,311296,entities-and-systems,83,,C33s|B33s|Cfff|Bfff|A33s|Actor|ActorGroup|Archer,768x1024:34|137x256:33|1000x512:32|41x42:13|40x40:10|59x51:10
war_chapter1.s2m,warcampaign,14127,12,4444160,4706304,262144,grid-or-terrain,88,,AppleFarm|AppleTree|Armoury|AutoPlacementh|Barracks|Brazier|Building|BuildingLayerm,768x1024:9|1000x512:8|137x256:7|63x256:7|256x256:6|105x42:5
war_chapter1.s2m,warcampaign,14127,13,4706304,5095424,389120,binary-opaque,35,,,
war_chapter1.s2m,warcampaign,14127,14,5095424,5517312,421888,mixed-unknown,35,,ContextLayerm,
war_chapter1.s2m,warcampaign,14127,15,5517312,5795840,278528,mixed-unknown,47,,AEGg8EX|Al4k|BN6y|CDlW|CEkB|CVDwD|CjwOD|D2yKD,
war_chapter1.s2m,warcampaign,14127,16,5795840,6504448,708608,mixed-unknown,47,,E50zE|ExoVE|aEHw|BN6y|CVDwD|CqDVh|E96xE|EO9zE,
war_chapter1.s2m,warcampaign,14127,17,6504448,6889472,385024,mixed-unknown,47,,D239D|D7h2D|Dxz5D|E238E|E2hyE|EB9vE|EDWzE|EXn8E,
war_chapter1.s2m,warcampaign,14127,18,6889472,7184384,294912,mixed-unknown,47,,EmWTE|UEIHUE|CtzhC|EGQoE|EN6uE|EgthE|AwES|EiSSE5,
war_chapter1.s2m,warcampaign,14127,19,7184384,7446528,262144,mixed-unknown,43,,SFmySF|VQFKZQF|DHF2SEF|EF2SEF|FleGF|HFvhJF|JPF8|LFvhJF,
war_chapter1.s2m,warcampaign,14127,20,7446528,8486912,1040384,mixed-unknown,40,,QFktNF|CBFX|EF2SEF|FFylDFylDF|GFKTFF8|IFKTFF|KFktNFT|OFjtNFT,
war_chapter1.s2m,warcampaign,14127,21,8486912,9056256,569344,binary-opaque,35,,,
war_chapter1.s2m,warcampaign,14127,22,9056256,9318400,262144,mixed-unknown,35,,LogicLayerm,
war_chapter1.s2m,warcampaign,14127,23,9318400,9842688,524288,mixed-unknown,35,,ProximityLayerm,
war_chapter1.s2m,warcampaign,14127,24,9842688,10104832,262144,entities-and-systems,79,,AHV5|AHhFm|AHofa|GHXud|M4H3|AHff3|AHffL|AHffQ,126x127:4|131x132:3
war_chapter1.s2m,warcampaign,14127,25,10104832,10366976,262144,mixed-unknown,48,,JtG3S|A1GGV5a|AaBGV|AmCGV|AtCG6|AuBGV|BGhFz|CGeF,131x132:6
war_chapter1.s2m,warcampaign,14127,26,10366976,10397138,30162,mixed-unknown,43,,Action|Cluster|GateTeleport|LevelTeleport|ScriptAction|SpiralStairTeleport|Teleport,133x134:57|138x137:26|136x137:16|135x135:3|137x137:3
war_chapter11.s2m,warcampaign,26665,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,BiEYM|E6Y_E|EGZXEJ|ESDeE_|EmQVE|FYDN|JMDk|A0nlC,
war_chapter11.s2m,warcampaign,26665,1,266240,786432,520192,binary-opaque,35,,,
war_chapter11.s2m,warcampaign,26665,2,786432,1056768,270336,binary-opaque,41,,,512x1024:12|1285x1285:8|1280x1280:4|513x257:4|771x1024:4|256x257:3
war_chapter11.s2m,warcampaign,26665,3,1056768,1372160,315392,binary-opaque,41,,,1024x512:20|1024x514:4|1024x768:4|1024x778:4|1026x1285:4|768x775:4
war_chapter11.s2m,warcampaign,26665,4,1372160,1675264,303104,binary-opaque,35,,,
war_chapter11.s2m,warcampaign,26665,5,1675264,1937408,262144,grid-or-terrain,71,,,255x255:63040
war_chapter11.s2m,warcampaign,26665,6,1937408,2100832,163424,grid-or-terrain,79,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:537|256x256:156|768x256:49|1024x1024:28|1024x768:26|512x512:23
war_chapter11.s2m,warcampaign,26665,7,2100832,2793472,692640,environment-fx,83,FX_ENVIRONMENT_,FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_VILLAGELIFE|ActorMgr|BuildingHandler,257x257:13
war_chapter11.s2m,warcampaign,26665,8,2793472,3141632,348160,mixed-unknown,35,,IPEb,
war_chapter11.s2m,warcampaign,26665,9,3141632,3522560,380928,binary-opaque,35,,,
war_chapter11.s2m,warcampaign,26665,10,3522560,4132864,610304,binary-opaque,35,,,
war_chapter11.s2m,warcampaign,26665,11,4132864,4407296,274432,grid-or-terrain,85,,Cfff|C33s|B33s|Bfff|HsalE|rHrP|wCfff|Afff,255x255:4|100x255:3|102x255:3
war_chapter11.s2m,warcampaign,26665,12,4407296,4673536,266240,grid-or-terrain,88,,Actor|ActorGroup|Animal|AppleTree|Archer|Ballista|Building|C33s,1000x512:57|768x1024:46|137x256:40|46x42:21|256x256:16|40x40:10
war_chapter11.s2m,warcampaign,26665,13,4673536,5312512,638976,grid-or-terrain,88,,ABBA|AAAA|AAAAA|AAAAAA|ABCBA|ABBBA|AABBA|ABCCBA,512x512:14|72x512:13|59x87:12|69x42:12|59x73:10|114x42:9
war_chapter11.s2m,warcampaign,26665,14,5312512,5574656,262144,mixed-unknown,36,,ConnectionLayerz|ContextLayerz,
war_chapter11.s2m,warcampaign,26665,15,5574656,5943296,368640,binary-opaque,35,,,
war_chapter11.s2m,warcampaign,26665,16,5943296,6205440,262144,mixed-unknown,47,,vEXs|B4EX5EE|DECKE|DTDJrxE|DangerLayerz|DesirabilityLayerz|E9RvEv|EBscE,
war_chapter11.s2m,warcampaign,26665,17,6205440,6647808,442368,mixed-unknown,47,,EKUZE|EUioE|EkIkE|bILB|vEXs|EE4EE|EGmtE|ENIRE,
war_chapter11.s2m,warcampaign,26665,18,6647808,7262208,614400,mixed-unknown,47,,FE8b|MVE3S|E5LTE|ETAPE|EiMhE|EmQVE|DhtoD|E2UrE,
war_chapter11.s2m,warcampaign,26665,19,7262208,7770112,507904,mixed-unknown,47,,fiEhh|MVE3S|ETopE|ElYlE|PUEmr|fEUA|DQ1zD|E3pDE,
war_chapter11.s2m,warcampaign,26665,20,7770112,9547776,1777664,binary-opaque,35,,,
war_chapter11.s2m,warcampaign,26665,21,9547776,9814016,266240,grid-or-terrain,77,,LinkageLayerz|LogicLayerz,256x256:3691|128x128:2608|32x32:377|512x512:277|1024x1024:83|320x320:20
war_chapter11.s2m,warcampaign,26665,22,9814016,10342400,528384,grid-or-terrain,73,,ProximityLayerz|SearchLayerz,512x512:6|256x256:3
war_chapter11.s2m,warcampaign,26665,23,10342400,10402746,60346,entities-and-systems,81,,Action|ActorAssets|BuildingAssets|Cluster|Emitter|GateTeleport|HYYHhu|LevelTeleport,149x150:48|152x153:6|142x140:4|151x151:3
war_chapter4.s2m,warcampaign,19595,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,A8e5EkK|AEGO6E|AXoD9|AkDNA|AnTs|AuoNA|BE77LE|BEG0,
war_chapter4.s2m,warcampaign,19595,1,266240,786432,520192,binary-opaque,35,,,
war_chapter4.s2m,warcampaign,19595,2,786432,1372160,585728,binary-opaque,37,,,1285x1024:4|513x257:4
war_chapter4.s2m,warcampaign,19595,3,1372160,1675264,303104,binary-opaque,35,,,
war_chapter4.s2m,warcampaign,19595,4,1675264,1937408,262144,grid-or-terrain,71,,,255x255:62288
war_chapter4.s2m,warcampaign,19595,5,1937408,2100760,163352,grid-or-terrain,79,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:519|256x256:28|1024x1024:7|768x256:6|1024x768:3|1536x1536:3
war_chapter4.s2m,warcampaign,19595,6,2100760,2994176,893416,environment-fx,84,FX_ENVIRONMENT_,FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_MARSH|FX_ENVIRONMENT_OCEAN,
war_chapter4.s2m,warcampaign,19595,7,2994176,3584000,589824,binary-opaque,35,,,
war_chapter4.s2m,warcampaign,19595,8,3584000,4132864,548864,mixed-unknown,36,,PEb6|llEb6,
war_chapter4.s2m,warcampaign,19595,9,4132864,4460544,327680,grid-or-terrain,85,,Cfff|C33s|Bfff|B33s|Afff|A33s|BC33s|BiDiPathfinder,768x768:48|512x1024:16|512x512:15
war_chapter4.s2m,warcampaign,19595,10,4460544,4812800,352256,grid-or-terrain,88,,hGs8CH|Actor|ActorGroup|Animal|AppleFarm|AppleTree|Archer|AutoPlacementD,768x1024:51|137x256:43|41x42:22|51x42:16|40x40:10|256x256:8
war_chapter4.s2m,warcampaign,19595,11,4812800,5271552,458752,mixed-unknown,37,,ChannelLayerK|ClaimLayerK,257x128:4
war_chapter4.s2m,warcampaign,19595,12,5271552,5545984,274432,grid-or-terrain,74,,ConnectionLayerK|ContextLayerK,219x221:8|255x255:8|59x172:8
war_chapter4.s2m,warcampaign,19595,13,5545984,5816320,270336,binary-opaque,35,,,
war_chapter4.s2m,warcampaign,19595,14,5816320,6082560,266240,mixed-unknown,47,,A5_Z|AErf7E|AuoNA|BBUUJBO|BE8s1E|BMKSC|BkDNAf|CDA9A,
war_chapter4.s2m,warcampaign,19595,15,6082560,6471680,389120,mixed-unknown,47,,EBlvE|AuoNA|CDA9A|D9VSD|DrW4D|DuflD|Em6nE|VE6LRE,
war_chapter4.s2m,warcampaign,19595,16,6471680,6885376,413696,mixed-unknown,47,,BDZ_|EmTxE|CXeLB|D2tMD|DPNTD|EpgxE|CB3pD|DB3pD,
war_chapter4.s2m,warcampaign,19595,17,6885376,7200768,315392,mixed-unknown,47,,DOmGD|EDPkE|BBYrC|Da3cD|Dv4wC|E0M7E|EBAhE|EGO6E,
war_chapter4.s2m,warcampaign,19595,18,7200768,8114176,913408,mixed-unknown,47,,Erm0E|ETsME|B3Bg|BWG6C|CWG6C|DYc7D|DwToD|DwToDP,
war_chapter4.s2m,warcampaign,19595,19,8114176,9424896,1310720,binary-opaque,35,,,
war_chapter4.s2m,warcampaign,19595,20,9424896,9711616,286720,mixed-unknown,35,,LogicLayerK,
war_chapter4.s2m,warcampaign,19595,21,9711616,10235904,524288,mixed-unknown,35,,ProximityLayerK,
war_chapter4.s2m,warcampaign,19595,22,10235904,10381615,145711,entities-and-systems,83,,rHgv|sH2Sj|xHfz|Action|ActorAssets|BsHh|BtH6|BuildingAssetsZ,103x104:53|105x105:17|95x93:8|106x107:6|96x93:6|102x101:4
war_chapter6.s2m,warcampaign,17796,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,DsnVD|EXKyE|PUEp6mE|PUEw|QfcCQfcC|nErC|AkQQ|B0V7C,
war_chapter6.s2m,warcampaign,17796,1,266240,786432,520192,binary-opaque,35,,,
war_chapter6.s2m,warcampaign,17796,2,786432,1187840,401408,binary-opaque,41,,,257x514:4|512x257:4|512x513:4|513x257:4|514x514:4|514x515:4
war_chapter6.s2m,warcampaign,17796,3,1187840,1536000,348160,binary-opaque,36,,,512x1024:3
war_chapter6.s2m,warcampaign,17796,4,1536000,1843200,307200,binary-opaque,35,,,
war_chapter6.s2m,warcampaign,17796,5,1843200,2105344,262144,binary-opaque,35,,,
war_chapter6.s2m,warcampaign,17796,6,2105344,2268581,163237,entities-and-systems,69,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,1285x1285:4
war_chapter6.s2m,warcampaign,17796,7,2268581,3596288,1327707,environment-fx,84,FX_ENVIRONMENT_,FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_MARSH|FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_INSECTS,
war_chapter6.s2m,warcampaign,17796,8,3596288,4300800,704512,binary-opaque,35,,,
war_chapter6.s2m,warcampaign,17796,9,4300800,4562944,262144,grid-or-terrain,85,,BiDiPathfinder|Camera|ClanMgr|EmitterMgr|Estate|EstateRails|Fire|Forest,768x768:46|512x512:17|512x1024:15
war_chapter6.s2m,warcampaign,17796,10,4562944,4907008,344064,entities-and-systems,83,,Cfff|C33s|B33s|Bfff|Afff|ZH96|A33s|Actor,768x1024:114|137x256:22|47x43:6|59x78:6|42x43:5|53x43:5
war_chapter6.s2m,warcampaign,17796,11,4907008,5226496,319488,grid-or-terrain,88,,YHhvEE|AppleFarm|AppleTree|Armoury|AutoPlacementY|Bakery|Barracks|Building,256x256:13|512x512:11|512x1024:9|57x43:7|128x257:5|256x512:3
